Tissue,Line,Harvest,Treatment,Mg AVG,Mg SE,P AVG,P SE,S AVG,S SE,Ca AVG,Ca SE,Mn AVG,Mn SE,Fe AVG,Fe SE,Co AVG,Co SE,Ni AVG,Ni SE,Cu AVG,Cu SE,Zn AVG,Zn SE,Cd AVG,Cd SE
2_Stem,2_Line 667,3_2WAA,3_c0z10,2191.354186,420.9363936,4302.286497,461.1052516,3181.212612,925.4352779,947.0933606,78.67658043,7.139721788,1.080401275,65.79712329,12.62971472,32.30330693,2.067157299,9.478249931,1.875652121,11.69323377,2.055626502,93.79434838,15.73523205,0.20291816,0.131394114
2_Stem,3_Line 428,3_2WAA,3_c0z10,2272.386213,232.8924531,6176.677855,372.5081613,2469.301032,319.4390279,1217.666793,73.44052057,12.09783023,0.658641596,88.93950094,15.13494855,31.5466427,2.945950088,6.650458776,0.575991195,9.159718405,0.94270953,147.9985808,20.4935261,0.123818486,0.013659826
2_Stem,1_Line 546,4_4WAA,3_c0z10,2150.991287,553.1029535,2986.142882,394.6485413,1580.446528,140.2539823,1496.881303,511.3517603,16.31977632,2.650391242,45.42418085,9.567389547,19.68943985,1.462478161,11.02344172,3.62984264,10.78284581,1.184785042,180.7425072,52.27174223,0.220299308,0.172213923
2_Stem,2_Line 667,4_4WAA,3_c0z10,1954.92358,245.5553125,3249.033722,172.5453291,2032.025757,199.5639841,239.0327895,24.95290095,39.37726353,8.082562122,64.61325394,4.244837959,35.51970962,1.985801602,14.08768256,0.039357262,5.73271268,0.485443582,62.24651652,1.546786866,0.093752513,0.036544704
2_Stem,3_Line 428,4_4WAA,3_c0z10,1426.387161,67.53907608,4620.712308,191.7330594,1925.002936,135.498208,299.7106792,27.27691174,64.89681789,11.29059592,77.67888454,5.166709987,30.83188503,1.51822279,15.23754591,0.440378982,10.5222028,1.130125506,133.2926608,19.00598215,0.05219014,0.023195236
2_Stem,1_Line 546,1_Vegetative,4_c1z10,3274.021299,260.3955932,7061.955063,718.2949774,3174.046608,302.3300408,1663.908439,78.05896415,48.78767575,9.207501026,54.19450429,9.372191527,32.78231276,3.944752326,25.46403023,11.67813015,23.33980561,2.883181121,341.6821429,71.05303771,68.74440411,10.88883
2_Stem,2_Line 667,1_Vegetative,4_c1z10,4503.359948,324.3734859,7395.671554,283.9903059,4646.199243,382.9496863,1956.113044,145.8243883,46.60165707,5.386937766,25.9944603,4.313222962,35.35908364,2.955880071,14.05569778,1.991655594,20.92227523,2.243035045,263.1104201,18.48744044,36.08239048,2.987823689
2_Stem,3_Line 428,1_Vegetative,4_c1z10,3479.279085,253.7289702,7756.86161,680.1999603,3856.275944,296.1960818,1378.585515,121.4303648,15.79841252,0.928727224,17.18987292,2.843022565,16.23804372,2.440046432,14.10597294,2.65663002,16.25583074,1.874742591,286.2090329,28.66907063,29.95686551,3.3563286
2_Stem,1_Line 546,2_Anthesis,4_c1z10,1689.906096,223.8293346,4174.666427,580.2699053,2218.74035,453.6115287,1222.377775,152.1612607,9.941924583,1.29956087,50.95612248,4.335330008,33.52979219,3.261707122,7.193800219,0.72394244,8.258944584,1.137977067,54.91400822,5.731489088,7.286190894,1.525299186
2_Stem,2_Line 667,2_Anthesis,4_c1z10,1857.211329,115.0618444,3637.968234,184.1501995,2124.89237,145.105125,953.222273,99.91555066,8.130426994,0.92549614,53.58993241,3.386847319,35.39369788,4.707566932,9.312321273,1.127024554,8.762849381,0.328571504,78.70989249,5.309571986,3.893201904,0.360248629
2_Stem,3_Line 428,2_Anthesis,4_c1z10,2180.212937,85.98380241,5563.188926,206.1416223,2350.072102,90.25037465,1129.760711,87.42793226,11.51059885,1.044763243,65.34330996,11.04891541,31.34952105,1.667965284,8.362832322,0.676106899,11.43069887,1.207592274,152.5148843,17.53829848,11.74023652,1.207184998
2_Stem,1_Line 546,3_2WAA,4_c1z10,1691.838209,132.7775897,4497.403956,398.1861647,2139.200849,181.3997005,980.7313873,117.2800849,9.918347241,0.307882226,32.89971161,10.05401521,36.8243225,3.954087761,5.75160799,0.846253766,13.50385191,1.589246944,103.5067872,23.14548447,12.56965597,3.651189812
2_Stem,2_Line 667,3_2WAA,4_c1z10,1923.933557,205.2182845,3591.861694,403.416513,1740.332549,161.7891161,1070.683597,134.508165,6.509146646,0.633989919,49.94625981,6.714843855,33.24368226,4.236547204,8.675908538,1.55248259,8.428519262,1.34526323,99.02568898,28.18743617,6.923592518,1.64002182
2_Stem,3_Line 428,3_2WAA,4_c1z10,2621.449938,203.4337781,7650.900136,1015.830153,3093.846584,448.9335681,1413.14227,101.1363079,14.3539306,1.645939223,50.01334677,6.705820566,34.28630259,3.228087994,12.21487083,3.127729925,15.03165709,2.948712743,236.1301088,54.42152347,7.467855748,1.174837827
2_Stem,1_Line 546,4_4WAA,4_c1z10,1513.950162,125.3641949,3770.800868,266.2829181,1971.013578,285.2487211,925.681752,42.3299808,10.59617777,1.488929325,25.46634148,5.391747575,29.04060446,2.595609624,8.904173725,1.266183403,39.55988893,30.20368546,52.87753057,8.021366319,3.449192834,0.363075929
2_Stem,2_Line 667,4_4WAA,4_c1z10,1894.152261,209.2021681,4022.273815,241.7954398,2208.112532,169.9855555,295.8531864,21.40794287,41.74537856,8.067918013,66.19741645,6.08683786,32.12994302,0.117330424,14.75338872,0.416050156,8.845211679,1.466141238,59.86211765,7.46779215,6.866077876,0.898410081
2_Stem,3_Line 428,4_4WAA,4_c1z10,1872.290791,126.9505755,6156.578826,552.8383536,2648.41014,307.1829795,295.7359597,13.93252678,82.42671907,14.22455061,66.88471189,12.09951974,29.39960521,3.17895972,14.72585978,1.767644519,12.83813556,1.524211769,162.3801617,15.13588384,23.78361972,1.177324701
3_Lower Leaves,1_Line 546,1_Vegetative,1_c0z2,3439.507637,174.8247216,3070.006804,326.335104,3289.628426,289.5559916,1372.401255,4.724631967,12.5685015,2.685081064,95.84339189,12.1930074,29.53053356,3.215862413,9.523577225,0.279210851,16.91586779,3.653735046,29.05208645,2.51301177,0.680571141,0.492717042
3_Lower Leaves,2_Line 667,1_Vegetative,1_c0z2,3198.93099,150.984409,2787.201274,84.78465362,3197.465676,124.4920341,1411.869846,26.64889814,44.78542868,1.740355879,160.6822444,4.938644408,24.79832187,1.658075979,9.885644489,0.228186029,18.94311379,1.029028388,19.12823096,0.27707017,0.78296929,0.043562673
3_Lower Leaves,3_Line 428,1_Vegetative,1_c0z2,5435.924836,268.8217235,4917.586792,687.8928063,3983.851814,105.0781485,1711.129909,369.8650336,133.2266893,59.36997468,85.80357872,13.27647466,28.88887814,0.300643731,11.66651902,1.252464537,23.40850994,0.544339784,33.9571231,2.561401538,0.683399517,0.23819709
3_Lower Leaves,1_Line 546,1_Vegetative,2_c1z2,5701.049156,223.4976278,5505.486719,344.0787426,5140.956077,142.4914724,7361.414825,436.4366291,44.62298743,4.711517252,55.76633487,3.786956618,26.25235037,0.980731966,10.1453552,2.369648852,12.4478075,0.597589488,26.62553037,2.432398421,13.77756214,0.760853676
3_Lower Leaves,2_Line 667,1_Vegetative,2_c1z2,5419.862744,239.2480961,4127.335671,74.49729658,4849.448132,155.0535529,5317.967295,1100.692014,47.10065462,6.515724095,73.31460027,3.557971115,28.50110546,1.038487714,7.781147786,1.291813457,18.43948822,2.237031172,28.14447923,1.360765621,3.550126979,0.622448041
3_Lower Leaves,3_Line 428,1_Vegetative,2_c1z2,6645.175345,549.4045862,10543.53528,1930.376707,4844.35584,141.4535996,7147.943568,355.8870816,72.10390708,7.654149263,71.77238894,5.566804609,27.45642664,0.443619779,11.75037622,1.413002288,17.06772694,1.428718427,31.61770528,1.271053453,20.25195051,1.731157935
3_Lower Leaves,1_Line 546,1_Vegetative,3_c0z10,4815.89379,415.0956377,5152.799769,593.0445605,4159.563041,148.4607658,5978.072461,201.9826785,69.82638579,9.318896142,81.98246785,8.111771679,26.44522934,3.070253954,17.03110464,5.355749417,19.43896291,1.457420992,168.9809211,11.78239049,0.078293483,0.047118578
3_Lower Leaves,2_Line 667,1_Vegetative,3_c0z10,7025.332228,279.7437548,4341.04255,262.2679117,4893.660361,306.5736502,8729.726054,552.4171326,65.37159329,5.022018332,60.27572682,1.540036674,30.84320943,3.100023571,12.22312887,2.45387574,16.54285047,0.641904756,100.5233979,5.250215187,0.063725106,0.011630329
3_Lower Leaves,3_Line 428,1_Vegetative,3_c0z10,7474.220875,338.7243721,7966.042851,369.7991497,4527.062811,180.2194495,8286.297083,506.1227521,62.62443131,8.665301924,57.41229449,2.382630153,18.86729889,1.579130809,35.02389705,1.413110136,18.68445715,0.448156865,273.7171552,23.52403617,-0.027627915,0.043966579
3_Lower Leaves,1_Line 546,2_Anthesis,3_c0z10,3275.7464,214.1082585,2346.737966,173.9397046,4035.386774,857.8804189,4387.396357,268.2769297,15.38626213,2.85230743,62.37384758,7.425248094,25.27660305,4.396797742,3.996944857,2.18476733,8.139530005,0.174881849,33.75726013,5.419821939,0.02132195,0.036419058
3_Lower Leaves,2_Line 667,2_Anthesis,3_c0z10,4949.343691,415.5598104,2600.705703,320.3999787,4021.298227,190.4875885,7914.688604,556.4289752,21.95849076,1.691436378,136.9503644,4.595037422,27.985918,3.313837997,13.64268635,1.407419934,10.34095642,1.305302617,80.96743799,4.844885827,0.02326293,0.038805634
3_Lower Leaves,3_Line 428,2_Anthesis,3_c0z10,4944.95104,331.0239861,3642.882272,208.5176771,4285.595386,271.7259279,6923.75684,780.398714,21.63910149,1.242432354,164.2739239,19.51871564,32.48828354,4.016627903,7.150048053,1.015404361,10.84968053,0.868218388,61.14074564,6.841915436,0.107641235,0.016000388
3_Lower Leaves,1_Line 546,3_2WAA,3_c0z10,2167.673365,547.6941971,2406.670347,142.6213704,4541.747379,1631.472797,3415.898907,1128.953202,14.25484388,2.90772822,57.38424574,20.07652117,40.87198165,13.93537678,4.513088674,1.235697656,25.0673833,19.51868506,56.25138775,11.39483416,-0.002333066,0.128088317
3_Lower Leaves,2_Line 667,3_2WAA,3_c0z10,5183.145006,470.1252658,2648.458716,211.5545225,6215.347807,462.8808956,11969.9684,1728.811176,27.38944848,3.919740504,185.7625558,22.50393257,34.40775916,4.546172691,6.661250199,0.920778938,7.727261642,0.701566864,77.78266711,5.326102503,0.184994931,0.0885103
3_Lower Leaves,3_Line 428,3_2WAA,3_c0z10,5141.542231,323.0098627,4230.748728,185.6840746,4827.944325,663.2678978,6512.545331,704.5154189,19.01299275,1.165705628,148.6885922,22.38842308,35.1116643,4.517754233,3.573103822,0.294364518,11.8141958,0.807256437,36.57404857,3.431137363,0.121633881,0.037059802
3_Lower Leaves,1_Line 546,4_4WAA,3_c0z10,2708.157295,469.4785254,1911.455373,190.6415116,4471.947679,524.2785831,4847.864393,572.80713,18.61014304,3.82799646,80.98104983,20.63728993,23.96445089,6.266873047,3.773455578,0.334171585,8.763140602,0.5747241,41.50894422,1.33142394,0.135450631,0.11596085
3_Lower Leaves,1_Line 546,1_Vegetative,4_c1z10,4773.647134,296.4198656,7190.024468,1487.213609,4073.786424,366.3096322,8972.392366,1862.939171,108.4697142,41.54720338,109.8246889,23.31128451,46.4922866,1.397784913,21.31201398,5.611732057,18.57795717,4.135056991,212.5765842,38.12327778,57.06191723,0.771089759
3_Lower Leaves,2_Line 667,1_Vegetative,4_c1z10,7375.893288,364.9795643,4964.637924,137.2588109,5455.905292,599.2764675,8804.271119,325.6048661,81.27692454,10.05082882,49.98936277,2.465059761,31.78403554,1.735132251,9.792161431,1.802046811,17.1126611,0.722844564,79.23335279,7.591883419,17.58962584,2.602471171
3_Lower Leaves,3_Line 428,1_Vegetative,4_c1z10,7678.449787,358.0941315,7923.236125,725.8933201,4642.527687,70.60814811,7202.882927,444.0393418,50.83910527,6.494938215,46.30314193,1.588699812,19.69438213,2.451343738,8.897892486,1.314160122,17.20967665,0.286996973,82.51112608,5.603091198,14.22805762,1.989580735
3_Lower Leaves,1_Line 546,2_Anthesis,4_c1z10,3404.699518,37.4456223,3180.533924,75.49422743,4340.190915,780.9577949,6480.150289,842.7989909,11.15785977,1.383426062,85.02673013,10.31228074,33.18890319,3.291752657,7.858016174,0.843176842,8.671256419,0.765620637,36.45337549,1.324726627,2.181826199,0.477459739
3_Lower Leaves,2_Line 667,2_Anthesis,4_c1z10,5786.026338,145.2775681,2861.397482,214.9706765,6683.031117,297.6612165,10714.04483,682.5459342,28.13076563,1.485056501,142.026586,12.35873021,32.72922523,3.287424878,8.154136953,0.632165018,7.452839463,0.242314887,73.68251759,6.257922672,6.47351697,0.652407612
3_Lower Leaves,3_Line 428,2_Anthesis,4_c1z10,7141.707064,501.1249252,5338.825182,247.4306151,5297.610566,389.4504618,8521.749666,608.6377627,30.82001449,2.46693933,149.7512881,17.46401502,29.55423685,1.424587073,6.756749313,1.020387215,12.06507652,0.435355751,128.6163799,26.45362797,18.30257774,3.484907041
3_Lower Leaves,1_Line 546,3_2WAA,4_c1z10,3724.692338,144.3021242,2902.067366,309.9240097,6618.203082,954.3325194,5219.944503,75.69782788,12.68023533,1.009894413,55.51498181,9.404849639,29.33823211,4.200015807,5.106706481,2.027450918,9.758778496,0.198118386,45.75838049,4.979243381,4.524665138,1.544640274
3_Lower Leaves,2_Line 667,3_2WAA,4_c1z10,5889.779536,283.8112483,2385.882166,223.2480695,5358.912147,247.442267,8216.240609,953.6004734,23.57119262,2.981771929,139.8023756,12.05740941,32.43791979,3.611434412,8.569498301,0.952277032,7.85543972,0.595919813,66.33938241,7.600175008,7.563769498,0.99465286
3_Lower Leaves,3_Line 428,3_2WAA,4_c1z10,6554.734488,674.9228615,5534.38798,502.1737281,6428.417158,752.363947,7807.142156,875.7909714,18.09770926,1.714852037,108.9929154,11.77567442,37.46946457,3.844523379,4.335289183,0.259809929,14.55460606,1.316293736,56.91776565,12.81771853,3.416640551,0.471582846
3_Lower Leaves,1_Line 546,4_4WAA,4_c1z10,2799.646941,332.9057156,2155.047451,229.5245922,6191.514051,1051.235128,4052.62147,488.1304297,11.34751882,1.199786858,50.43832463,3.191475367,28.20550385,0.042801919,6.892418896,2.306906386,8.909484082,0.321996495,38.17674576,2.715777094,3.755006058,0.888421076
3_Lower Leaves,1_Line 546,2_Anthesis,1_c0z2,3474.703858,212.2342961,2789.299604,434.5310681,3734.342805,526.8016272,591.8743424,158.286546,8.785876299,1.202002538,54.13740182,11.74030472,32.03883706,0.135838784,8.777857016,0.264795288,8.373198316,0.839265719,23.60705341,1.280848368,0.024975014,0.000873518
3_Lower Leaves,2_Line 667,2_Anthesis,1_c0z2,4737.396351,288.0360193,3218.292937,611.5172615,2919.89759,311.7294807,1158.15597,136.8747479,13.6703854,1.31246581,124.5859537,7.902032454,33.7411535,1.338550225,11.94345062,1.550033087,7.919022269,0.94794267,24.39228661,3.196296773,0.021585253,0.000299655
3_Lower Leaves,3_Line 428,2_Anthesis,1_c0z2,5964.085033,711.6001659,4610.211475,163.6934355,5205.975225,448.1953446,1297.350272,240.3548767,20.55204685,2.924457581,104.645959,17.35353006,32.39747521,0.181793489,14.02424081,2.413735409,15.49187873,1.434600168,32.91435671,2.587406932,0.031058818,0.009141612
3_Lower Leaves,1_Line 546,3_2WAA,1_c0z2,3066.274209,545.9955705,2442.805338,383.1698817,5777.550542,1407.614909,2889.751681,1469.547485,12.96805454,3.202675889,55.52088962,10.34845881,38.99016325,6.110339161,11.79557847,0.762836228,10.46150652,1.702902813,28.60174166,1.082407208,0.022536952,0.00605328
3_Lower Leaves,2_Line 667,3_2WAA,1_c0z2,4137.776916,304.5172134,2815.489067,358.3718899,4278.194808,593.7178565,1037.898044,127.4689683,14.84006224,1.532634207,120.3643524,8.873539139,38.66346669,2.044010519,11.48896423,0.815304231,9.75594742,0.793462138,30.32337182,3.736083339,0.009924008,0.002414402
3_Lower Leaves,3_Line 428,3_2WAA,1_c0z2,3498.343761,337.5122485,5009.264139,514.4302258,5180.202641,144.7151539,1332.777817,165.0320976,13.05542613,1.271375054,145.9429498,20.08940778,32.26141891,0.290508258,9.442845088,0.239746306,9.956618281,1.467133734,25.59175883,4.428107301,0.011943662,0.001835945
3_Lower Leaves,1_Line 546,4_4WAA,1_c0z2,2978.739102,244.0391345,1957.46021,97.82682657,5580.405299,888.0118944,2393.667993,1661.453955,10.40244773,3.15468762,92.27315069,12.55719635,25.79900629,6.6351868,23.1063484,8.002725142,9.012798774,1.071620362,31.99089873,3.144100628,0.062662236,0.025092665
3_Lower Leaves,2_Line 667,4_4WAA,1_c0z2,5953.508912,460.1577596,4397.278044,289.8028451,5641.090857,780.0845731,1784.61337,189.3530441,14.94161652,0.942692296,162.6269126,15.64288889,32.89674283,0.256501683,10.54981086,0.244671786,10.47132712,0.707557112,34.53877856,2.607171535,0.035047861,0.006307183
3_Lower Leaves,3_Line 428,4_4WAA,1_c0z2,4222.956069,359.5556021,3968.531859,220.7822763,5094.391541,315.1359054,1059.8295,66.8556483,15.7880351,1.004057523,138.4832725,11.96532061,32.13294636,0.473668416,11.55005341,0.228294591,10.28439733,0.912041722,24.02073757,1.945203549,0.011008666,0.003153045
3_Lower Leaves,1_Line 546,2_Anthesis,2_c1z2,2235.265605,225.0654932,2689.947878,140.5804145,4145.832721,416.4606944,454.578656,80.97968894,7.777033097,0.70500109,48.94958503,3.831362902,32.3749437,0.394141589,7.624337246,1.538660653,5.857503297,0.55743833,23.74388547,2.266724047,1.262769095,0.153301006
3_Lower Leaves,2_Line 667,2_Anthesis,2_c1z2,3833.742615,468.104445,3386.449098,165.4267678,3145.893554,208.4773551,1044.540779,65.98549724,15.8905791,1.556912177,109.7047931,2.775664559,33.94942043,0.332628732,10.79727782,0.577811482,11.670845,1.352482623,21.25697277,1.982518332,3.955937614,0.333189946
3_Lower Leaves,3_Line 428,2_Anthesis,2_c1z2,4225.361127,436.1467488,5871.248433,608.1660719,5064.512698,658.4262152,862.8080219,116.9085981,18.71518966,2.858196467,90.78944884,17.27936893,33.38663921,0.654846994,12.65490889,0.636433712,13.69493424,0.792956806,35.79749641,3.506197885,9.693101818,0.959002145
3_Lower Leaves,1_Line 546,3_2WAA,2_c1z2,2510.653987,429.9150273,2683.414423,111.9449058,4745.611894,700.7515674,617.2563147,171.2645014,7.691471121,1.373423451,53.56873161,13.51657841,90.14186891,24.11965247,9.318845531,0.713885156,6.729318111,0.598845197,23.56818119,0.828289303,1.006437157,0.514391449
3_Lower Leaves,2_Line 667,3_2WAA,2_c1z2,4325.264236,362.1938249,2916.288215,168.7718934,4578.711832,568.0119323,939.8047702,137.7809209,17.46152191,2.010420842,90.68719335,2.504171771,35.16744185,0.654516964,10.62043317,0.284245018,10.46655479,0.666217779,24.8051444,2.047969013,4.848116535,0.672432623
3_Lower Leaves,3_Line 428,3_2WAA,2_c1z2,5224.349049,658.9914622,4792.063586,1233.17028,5188.550738,636.6504424,863.1721781,98.42679877,21.870703,3.032780643,128.9343014,23.72963076,31.64280201,1.024391815,12.41327105,1.784653507,10.77616497,1.198488644,42.0608517,7.987457993,6.959845569,1.613047256
3_Lower Leaves,1_Line 546,4_4WAA,2_c1z2,2675.832843,184.3959296,2342.852783,156.6612177,6571.477273,514.3124962,795.1152767,94.08283922,9.881850145,1.425761984,69.52730475,6.47279131,35.1007609,1.192416959,17.64272374,3.388645366,7.8503839,0.496336429,30.07251448,3.235836353,1.627765161,0.165512805
3_Lower Leaves,2_Line 667,4_4WAA,2_c1z2,5593.555473,605.1292225,2783.735676,157.1518383,6324.888339,932.4338878,1364.507308,104.0674118,24.74917445,2.555856755,110.5675745,9.979140482,32.98971225,0.235451317,12.90263631,0.613618573,12.32277432,0.52467375,29.28908934,2.49142994,7.433585559,1.360696597
3_Lower Leaves,3_Line 428,4_4WAA,2_c1z2,4725.07768,260.1526914,4430.723879,426.148652,7905.206176,768.921531,966.9121208,60.90092377,19.12325365,1.194451985,153.7593717,17.82202973,32.41455216,0.188140422,16.10462158,0.875917073,10.00781148,0.837048952,32.65287409,2.411203353,9.041358616,1.224960148
3_Lower Leaves,2_Line 667,4_4WAA,3_c0z10,3706.103861,223.0496133,2264.072989,161.948886,5872.190429,490.3490551,1494.108388,181.3560748,13.34950397,1.299689843,131.012263,10.02713047,34.24676549,0.256940135,11.80549816,0.548906474,6.344379805,0.750015984,32.3538999,0.26213325,0.058117737,0.008463999
3_Lower Leaves,3_Line 428,4_4WAA,3_c0z10,3946.425666,226.4498437,2866.997121,247.6023669,5559.33555,456.3801557,1066.174644,60.76381489,14.10005795,0.636329074,149.8933038,12.77225634,33.62802197,0.099498771,12.42394449,0.873521397,10.44062809,0.650037863,42.53683314,1.780491814,0.086386813,0.008672325
3_Lower Leaves,2_Line 667,4_4WAA,4_c1z10,4675.200159,512.6966795,2778.644632,385.7406507,6909.739197,1208.978964,1460.241576,200.9325977,18.11291162,0.53308056,104.6300825,17.44955423,34.56369795,0.409818771,13.32491544,0.813112598,7.516074057,1.007592681,62.43911433,4.268285479,6.199164137,0.537570084
3_Lower Leaves,3_Line 428,4_4WAA,4_c1z10,5370.655041,557.2249513,3462.828434,259.302194,6199.592486,717.3408589,908.2091084,36.77839831,17.33954943,1.400439751,90.88655473,11.0330697,34.11055495,0.076800299,12.14387736,0.499846648,11.3096662,0.433791601,44.12185776,3.582310129,6.277548306,0.937348175
4_Flag leaf,1_Line 546,2_Anthesis,1_c0z2,1575.101705,256.0392496,2303.479627,127.8236241,4403.909157,675.9998738,192.0570461,9.244748194,6.37296095,1.687602321,29.40067421,4.333057509,2.958921267,0.521703743,3.1116526,0.727878637,6.139647443,0.722421076,31.19762313,1.833114913,0.173022212,0.008706621
4_Flag leaf,2_Line 667,2_Anthesis,1_c0z2,1308.941553,192.2481683,2545.008402,236.8970686,2559.147693,152.0254047,281.6759943,16.79818198,10.4522982,0.870994884,82.51659462,9.669228041,2.7233608,0.315911458,3.349989444,0.491014214,7.514971312,0.416409036,24.38873711,1.111739422,0.157252614,0.010410116
4_Flag leaf,3_Line 428,2_Anthesis,1_c0z2,2027.220115,175.6088409,3971.740749,310.8317065,3985.331823,513.6814957,270.9261687,19.80123383,13.13423445,0.903714949,50.06501509,8.530213173,2.723102933,0.07035383,7.372844867,2.525423799,13.9167977,2.177152566,48.10825241,6.24939838,0.15192703,0.006867826
4_Flag leaf,1_Line 546,3_2WAA,1_c0z2,1840.026341,197.9356311,2248.333705,250.3752133,4648.690801,943.3193877,330.6474965,78.76984083,5.5999372,0.362935588,37.52533401,6.92348379,10.62818337,4.767271049,4.651314399,1.015674305,8.20916532,0.844257928,31.01206021,1.217041806,0.10234743,0.06437798
4_Flag leaf,2_Line 667,3_2WAA,1_c0z2,1833.858695,299.4550742,2345.746619,145.2348805,4039.505369,416.9647819,547.0084447,79.21783433,12.6472219,1.71599747,91.89920957,9.323215111,4.816836867,0.895800655,2.960546776,0.871054343,7.288702405,1.449915596,23.72326761,1.3815477,0.156802963,0.008708773
4_Flag leaf,3_Line 428,3_2WAA,1_c0z2,1683.601386,142.8388077,4189.605719,353.4389368,4223.102297,354.9005604,292.4351001,81.8376239,9.8806052,1.662121484,68.26562407,14.22739481,4.2151315,1.797809542,5.99492112,1.313895826,10.276377,1.330167609,69.99243451,1.441527611,0.182097796,0.023298026
4_Flag leaf,1_Line 546,4_4WAA,1_c0z2,2117.857448,248.6609274,2133.336257,229.1559501,4314.227959,660.0584184,578.5187579,173.2305836,13.47299066,6.457470118,47.83251209,4.237265272,5.122111524,2.73008156,5.388234324,1.205926688,8.521996168,0.466045046,30.67228155,5.885835407,0.11772986,0.049690655
4_Flag leaf,2_Line 667,4_4WAA,1_c0z2,1397.319884,214.4182336,5096.541168,1035.175575,5134.857572,446.1878658,1826.8148,349.0338496,13.6036663,1.180086867,162.1786448,29.56731051,3.59676356,0.406029464,4.910020798,0.820684841,9.178987178,0.91789809,26.78180653,1.94851563,0.161764373,0.005365253
4_Flag leaf,3_Line 428,4_4WAA,1_c0z2,2620.149482,474.1072522,3665.862425,520.9283805,4304.640929,257.8514651,762.7350714,135.9987193,21.2086452,4.154614796,118.3787406,12.74643373,2.502734725,0.149671909,6.700937608,1.085819216,10.71182693,0.490643154,36.75417072,4.397717468,0.147860429,0.002130292
4_Flag leaf,1_Line 546,2_Anthesis,2_c1z2,1619.632328,139.5456399,2635.853123,117.8826761,3872.412944,401.4404769,401.0814143,105.2789686,9.291548533,1.365707748,35.00199531,3.934766463,3.3460088,0.385571784,4.19530359,0.262854123,5.578690021,0.453507375,26.25361246,2.443620099,0.455016083,0.053826973
4_Flag leaf,2_Line 667,2_Anthesis,2_c1z2,1688.562881,194.7668006,3163.855647,464.9085697,3003.2913,228.3036235,1075.160126,227.6465973,13.55548137,0.842451945,160.2671423,16.03244774,3.1455889,0.312364142,2.972813713,0.190522611,11.49157345,2.440222505,19.44661944,1.499011441,2.936888229,0.31980741
4_Flag leaf,3_Line 428,2_Anthesis,2_c1z2,2152.502658,69.43398514,4641.438887,192.989939,4747.620379,174.2409369,347.7134214,29.75068967,11.3480015,1.346553082,77.01874309,10.19695806,7.024530606,1.896460666,13.27045162,1.542065753,17.48683594,2.377465304,61.42685156,7.695247002,1.867012648,0.211847575
4_Flag leaf,1_Line 546,3_2WAA,2_c1z2,2156.999527,174.2095105,2285.87774,121.5755295,3069.265866,131.7712888,479.7863874,71.13673451,11.81155502,0.351400613,37.42190423,3.431298759,17.47258498,3.993730394,2.428515185,0.448627051,5.903162205,0.609535716,29.13384303,0.905120132,0.403747171,0.000109858
4_Flag leaf,2_Line 667,3_2WAA,2_c1z2,1681.270176,306.800562,2346.44003,126.2397843,4098.283779,478.1772362,927.6942005,143.5482077,11.29996237,1.178037212,107.1393425,12.86478644,30.529965,5.208101993,4.89696677,0.974168159,7.371376068,0.581074074,22.16321344,1.822966367,1.131146235,0.275700721
4_Flag leaf,3_Line 428,3_2WAA,2_c1z2,2563.325293,345.2977589,3995.693788,262.1258112,4828.083121,347.5203451,271.2168367,109.0383283,14.14477787,1.357345672,74.54887296,12.36491774,2.708393675,0.311877915,9.475755187,2.057397321,14.13578512,1.136645744,76.19209281,2.278291804,1.037974165,0.198320711
4_Flag leaf,1_Line 546,4_4WAA,2_c1z2,1758.002244,60.73871724,2319.926897,128.222401,4155.77491,361.2022975,405.395531,55.68614474,8.3943922,1.18922493,44.63526531,9.088707692,3.430026267,0.446332537,9.800748058,2.998894131,7.681447504,0.61765352,28.92236176,1.312734917,0.491785885,0.041649707
4_Flag leaf,2_Line 667,4_4WAA,2_c1z2,2375.175668,443.7652705,4775.330107,768.6624352,7568.751759,1276.427809,1673.51774,344.5074397,14.98744937,0.945233828,183.3433587,28.44419938,4.977734433,0.448456862,6.123704464,0.651355354,15.0074333,1.708967513,32.7987448,2.660649327,3.968760143,1.220691079
4_Flag leaf,3_Line 428,4_4WAA,2_c1z2,2718.912271,381.1816585,3739.464601,374.1300224,5621.792788,840.6178367,657.8237098,12.69346149,17.22578703,2.865254625,73.42995157,18.14394376,2.401404683,0.132263751,14.13054225,2.922007978,10.56982648,0.586633996,42.0924186,3.362220096,1.666931592,0.194961357
4_Flag leaf,1_Line 546,2_Anthesis,3_c0z10,2223.428437,33.99457174,2508.568695,350.9342219,2724.825674,979.7668481,2503.283954,447.6336112,19.95329182,4.280335586,37.21465706,11.48014331,8.230879854,3.347605768,5.567812471,0.727395876,5.965598773,1.171660344,30.12034315,1.894499799,0.074631732,0.038307835
4_Flag leaf,2_Line 667,2_Anthesis,3_c0z10,1610.355301,59.22597396,2510.05264,309.2817923,3031.569902,258.7254956,1665.087065,104.7876763,10.8627398,0.63697651,68.10675,3.13969819,10.18548157,2.6980912,3.709158561,0.237190992,11.72549416,1.226688177,51.48325578,4.434676148,0.014343252,0.03421783
